Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta
09800539,VHK2A-06F-06F FINGER VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vhk2a 06f 06f finger valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6410859942436218,0.358914006,"Automation Mechanical, Tools, Gasses","0.6411, 0.7120, 0.7499",Automation Mechanical,0.367018855,Automation Mechanical,0.0709,0.0224
05696509,SP24347 SHOCK ABSORBER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sp24347 shock absorber,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6306703329086303,0.369329667,"Automation Mechanical, Tools, Gasses","0.6307, 0.7143, 0.7551",Automation Mechanical,0.373410392,Automation Mechanical,0.0836,0.0205
05643745,AS2201F-N01-03SA FLOW CONTROL METER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2201f n01 03sa flow control meter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6344103932380676,0.365589607,"Automation Mechanical, Tools, Gasses","0.6344, 0.7158, 0.7532",Automation Mechanical,0.365987813,Automation Mechanical,0.0814,0.0264
02475646,CS1N300A-PS  REPAIR KIT-CS1N300,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cs1n300a ps repair kit cs1n300,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.626525092124939,0.373474908,"Automation Mechanical, Tools, Gasses","0.6265, 0.6897, 0.7643",Automation Mechanical,0.379207981,Automation Mechanical,0.0632,0.0394
07055556,AS2301F-02-10SA SPEED CONTROL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2301f 02 10sa speed control,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6262375831604003,0.373762417,"Automation Mechanical, Tools, Gasses","0.6262, 0.7073, 0.7652",Automation Mechanical,0.375120139,Automation Mechanical,0.0811,0.0556
02271050,D-C73  SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d c73 switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6528842091560365,0.347115791,"Automation Mechanical, Tools, Gasses","0.6529, 0.7242, 0.7601",Automation Mechanical,0.35267905,Automation Mechanical,0.0713,0.0258
04775412,AS3002F-10 SPEED CONTROLLER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 10 speed controller,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6274074912071228,0.372592509,"Automation Mechanical, Tools, Gasses","0.6274, 0.6982, 0.7771",Automation Mechanical,0.375622761,Automation Mechanical,0.0708,0.0583
02030818,D-B54  SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d b54 switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6559904336929322,0.344009566,"Automation Mechanical, Tools, Gasses","0.6560, 0.7141, 0.7667",Automation Mechanical,0.347272134,Automation Mechanical,0.0581,0.02
02762599,AD48 AUTO-DRAIN 10MM FITTING,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ad48 auto drain 10mm fitting,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.64907466173172,0.350925338,"Automation Mechanical, Tools, Gasses","0.6491, 0.7389, 0.7755",Automation Mechanical,0.339831007,Automation Mechanical,0.0898,0.0134
03259736,FH-TK300-10-02M FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,fh tk300 10 02m filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6539757251739502,0.346024275,"Automation Mechanical, Tools, Gasses","0.6540, 0.7437, 0.7838",Automation Mechanical,0.343991911,Automation Mechanical,0.0897,0.0181
03792081,E-157 COUPLING,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,e 157 coupling,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6497881650924683,0.350211835,"Automation Mechanical, Tools, Gasses","0.6498, 0.7150, 0.7671",Automation Mechanical,0.355041683,Automation Mechanical,0.0652,0.0173
04558731,"AS3200-N03-ST SPEED CONTROLLER, ONE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3200 n03 st speed controller one,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6222831368446351,0.377716863,"Automation Mechanical, Tools, Gasses","0.6223, 0.7026, 0.7684",Automation Mechanical,0.381405246,Automation Mechanical,0.0803,0.0605
04872474,R162211420 B.RUNNER BLOCK CS,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,r162211420 b runner block cs,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6484797954559327,0.351520205,"Automation Mechanical, Tools, Gasses","0.6485, 0.7216, 0.7774",Automation Mechanical,0.349127924,Automation Mechanical,0.0731,0.0297
04896309,"AS4002F-13 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as4002f 13 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6241599440574647,0.375840056,"Automation Mechanical, Tools, Gasses","0.6242, 0.7012, 0.7800",Automation Mechanical,0.374202228,Automation Mechanical,0.077,0.0487
04897052,"SY5120-5DZE-01T VALVE, SGL SOL, BODY",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy5120 5dze 01t valve sgl sol body,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6379059910774232,0.362094009,"Automation Mechanical, Tools, Gasses","0.6379, 0.7131, 0.7574",Automation Mechanical,0.369730258,Automation Mechanical,0.0752,0.0337
05434685,306269,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,306269,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6664709568023682,0.333529043,"Automation Mechanical, Tools, Gasses","0.6665, 0.7341, 0.7651",Automation Mechanical,0.330967557,Automation Mechanical,0.0676,0.0116
05758303,B5.10.01AB CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b5 10 01ab cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6585771560668946,0.341422844,"Automation Mechanical, Tools, Gasses","0.6586, 0.7223, 0.7733",Automation Mechanical,0.341632068,Automation Mechanical,0.0637,0.0135
06160075,AS2211F-N02-09SA SPEED CONTROLLER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2211f n02 09sa speed controller,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6408665657043457,0.359133434,"Automation Mechanical, Tools, Gasses","0.6409, 0.7096, 0.7478",Automation Mechanical,0.360463858,Automation Mechanical,0.0687,0.0365
06989370,CVCS25D320,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cvcs25d320,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6616115927696229,0.338388407,"Automation Mechanical, Tools, Gasses","0.6616, 0.7356, 0.7724",Automation Mechanical,0.342624128,Automation Mechanical,0.074,0.0218
07082823,"AS3002F-10A SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 10a speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6294204115867614,0.370579588,"Automation Mechanical, Tools, Gasses","0.6294, 0.7048, 0.7804",Automation Mechanical,0.372428071,Automation Mechanical,0.0754,0.0503
07484938,"Z-R-C2194 100406 ACTUATOR,LEFT HINGED",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,z r c2194 100406 actuator left hinged,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6407894611358643,0.359210539,"Automation Mechanical, Tools, Gasses","0.6408, 0.7008, 0.7607",Automation Mechanical,0.379100621,Automation Mechanical,0.06,0.0322
07634825,VX212FABXB,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vx212fabxb,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6552528023719788,0.344747198,"Automation Mechanical, Tools, Gasses","0.6553, 0.7276, 0.7615",Automation Mechanical,0.3600106,Automation Mechanical,0.0723,0.0231
09783896,SYJ712-5DO-01F SYJ700 VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,syj712 5do 01f syj700 valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6253603219985961,0.374639678,"Automation Mechanical, Tools, Gasses","0.6254, 0.7146, 0.7343",Automation Mechanical,0.380000055,Automation Mechanical,0.0892,0.0264
09811155,VQC4100Y-5B1 VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4100y 5b1 valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6340973496437072,0.36590265,"Automation Mechanical, Tools, Gasses","0.6341, 0.7339, 0.7517",Automation Mechanical,0.366887462,Automation Mechanical,0.0998,0.0124
09824692,VV5QC41-0602NFD0 VQC MANIFOLD,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vv5qc41 0602nfd0 vqc manifold,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6533115386962891,0.346688461,"Automation Mechanical, Tools, Gasses","0.6533, 0.7427, 0.7665",Automation Mechanical,0.358135307,Automation Mechanical,0.0894,0.0117
09873515,"AV42P-210AS MOUNTING BRACKET KIT,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,av42p 210as mounting bracket kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6487435460090638,0.351256454,"Automation Mechanical, Tools, Gasses","0.6487, 0.7306, 0.7713",Automation Mechanical,0.359131181,Automation Mechanical,0.0819,0.0296
10116913,"KQ2Y08-G01N FITTING, MALE RUN TEE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2y08 g01n fitting male run tee,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6349214315414429,0.365078568,"Automation Mechanical, Tools, Gasses","0.6349, 0.7221, 0.7679",Automation Mechanical,0.355895364,Automation Mechanical,0.0872,0.0167
11040880,JC1RDU-K REED SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,jc1rdu k reed switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6450779199600221,0.35492208,"Automation Mechanical, Tools, Gasses","0.6451, 0.7069, 0.7636",Automation Mechanical,0.355981338,Automation Mechanical,0.0618,0.0296
18920262,FAC12SM0442100,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,fac12sm0442100,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6431201219558715,0.356879878,"Automation Mechanical, Tools, Gasses","0.6431, 0.6948, 0.7499",Automation Mechanical,0.36412605,Automation Mechanical,0.0517,0.0326
04715873,452-000-395 AIR-HYDRAULIC ROTARY UNION 1,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,452 000 395 air hydraulic rotary union 1,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.5925591945648194,0.407440805,"Automation Mechanical, Tools, Gasses","0.5926, 0.6899, 0.7372",Automation Mechanical,0.397649109,Automation Mechanical,0.0973,0.0198
02104227,238612-032-,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,238612 032,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.666677725315094,0.333322275,"Automation Mechanical, Tools, Gasses","0.6667, 0.7361, 0.7617",Automation Mechanical,0.346539319,Automation Mechanical,0.0694,0.0161
02475617,"CQ2KB32-PS  KIT, SEAL NON-ROTATING",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cq2kb32 ps kit seal non rotating,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.615100646018982,0.384899354,"Automation Mechanical, Tools, Gasses","0.6151, 0.7211, 0.7618",Automation Mechanical,0.365943849,Automation Mechanical,0.106,0.0256
05968543,PS1200-R06L-Q AIR CHECKER: ELECTRONIC,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ps1200 r06l q air checker electronic,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6402122855186463,0.359787714,"Automation Mechanical, Tools, Gasses","0.6402, 0.7022, 0.7347",Automation Mechanical,0.373593104,Automation Mechanical,0.062,0.0156
02065896,NC1AK150-PS  SEAL KIT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,nc1ak150 ps seal kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6182897448539735,0.381710255,"Automation Mechanical, Tools, Gasses","0.6183, 0.7104, 0.7415",Automation Mechanical,0.373512566,Automation Mechanical,0.0921,0.0106
01233843,302305,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,302305,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6568140149116517,0.343185985,"Automation Mechanical, Tools, Gasses","0.6568, 0.7136, 0.7598",Automation Mechanical,0.341146362,Automation Mechanical,0.0568,0.015
04498008,700008331-0000000 MOSA PLUG,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,700008331 0000000 mosa plug,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6702546358108521,0.329745364,"Automation Mechanical, Tools, Gasses","0.6703, 0.7231, 0.7747",Automation Mechanical,0.339165223,Automation Mechanical,0.0528,0.0206
09939127,"CDJ2RA16-60-A CYL, RND BODY, DIR MT",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cdj2ra16 60 a cyl rnd body dir mt,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.638992440700531,0.361007559,"Automation Mechanical, Tools, Gasses","0.6390, 0.7228, 0.7707",Automation Mechanical,0.359662211,Automation Mechanical,0.0838,0.012
05856079,ECO OEM .25B SHOCK ABSORBER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,eco oem 25b shock absorber,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6398614525794983,0.360138547,"Automation Mechanical, Tools, Gasses","0.6399, 0.7260, 0.7762",Automation Mechanical,0.362194955,Automation Mechanical,0.0861,0.0179
02395626,0820023502 5/2 G1/4 INLINE SOL OPER VAL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,0820023502 5 2 g1 4 inline sol oper val,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6584639549255371,0.341536045,"Automation Mechanical, Tools, Gasses","0.6585, 0.7119, 0.7513",Automation Mechanical,0.353834546,Automation Mechanical,0.0534,0.0141
02475748,D-F7PZ  AUTO-SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d f7pz auto switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6406249880790711,0.359375012,"Automation Mechanical, Tools, Gasses","0.6406, 0.7219, 0.7716",Automation Mechanical,0.362456334,Automation Mechanical,0.0813,0.0494
02862250,AS3201F-N03-09S  FLOW CONTROL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3201f n03 09s flow control,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6155835151672364,0.384416485,"Automation Mechanical, Tools, Gasses","0.6156, 0.7254, 0.7489",Automation Mechanical,0.382167923,Automation Mechanical,0.1098,0.0362
05801613,ECO OEM 1.0MF,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,eco oem 1 0mf,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6542045235633851,0.345795476,"Automation Mechanical, Tools, Gasses","0.6542, 0.7248, 0.7806",Automation Mechanical,0.35485096,Automation Mechanical,0.0706,0.0167
01990004,KDM20-06  MULTI CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm20 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6571626782417297,0.342837322,"Automation Mechanical, Tools, Gasses","0.6572, 0.7410, 0.7814",Automation Mechanical,0.345663202,Automation Mechanical,0.0838,0.0132
06378564,36013GS SPRINGS 5 PACK,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,36013gs springs 5 pack,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6356557726860046,0.364344227,"Automation Mechanical, Tools, Gasses","0.6357, 0.7133, 0.7692",Automation Mechanical,0.357699859,Automation Mechanical,0.0776,0.0112
04786384,"AS2002F-03 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2002f 03 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6165327668190003,0.383467233,"Automation Mechanical, Tools, Gasses","0.6165, 0.7030, 0.7790",Automation Mechanical,0.378201067,Automation Mechanical,0.0865,0.0559
05490094,936601Q ELEMENT FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,936601q element filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6685424447059631,0.331457555,"Automation Mechanical, Tools, Gasses","0.6685, 0.7565, 0.7700",Automation Mechanical,0.353427505,Automation Mechanical,0.088,0.0129
15402947,MSQ50L2-M9PWV-XF,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,msq50l2 m9pwv xf,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6423871278762818,0.357612872,"Automation Mechanical, Tools, Gasses","0.6424, 0.7098, 0.7766",Automation Mechanical,0.357037699,Automation Mechanical,0.0674,0.0239
02027191,ZSE1-00-55CN  VACUUM SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,zse1 00 55cn vacuum switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6394875049591064,0.360512495,"Automation Mechanical, Tools, Gasses","0.6395, 0.7110, 0.7528",Automation Mechanical,0.35821687,Automation Mechanical,0.0715,0.0167
03489885,AS3200-N03-S SPEED CONTROL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3200 n03 s speed control,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6167108893394471,0.383289111,"Automation Mechanical, Tools, Gasses","0.6167, 0.7077, 0.7735",Automation Mechanical,0.388369668,Automation Mechanical,0.091,0.0669
14251393,MBPS3502BS1-A,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,mbps3502bs1 a,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6597409963607789,0.340259004,"Automation Mechanical, Tools, Gasses","0.6597, 0.7231, 0.7789",Automation Mechanical,0.344315469,Automation Mechanical,0.0634,0.0311
09032410,CA2B50-250Z,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ca2b50 250z,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6501559257507324,0.349844074,"Automation Mechanical, Tools, Gasses","0.6502, 0.7065, 0.7837",Automation Mechanical,0.358406019,Automation Mechanical,0.0563,0.0362
13706621,VHK2A-10F-02S FINGER VALVE MECHANICAL VA,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vhk2a 10f 02s finger valve mechanical va,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6176442861557008,0.382355714,"Automation Mechanical, Tools, Gasses","0.6176, 0.6966, 0.7421",Automation Mechanical,0.383801281,Automation Mechanical,0.079,0.0212
11640452,AR22FOL-11E3W PUSH BUTTON SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ar22fol 11e3w push button switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6707675933837891,0.329232407,"Automation Mechanical, Tools, Gasses","0.6708, 0.7202, 0.7609",Automation Mechanical,0.335844576,Automation Mechanical,0.0494,0.0191
01989822,KAT08-U01  FITTING,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kat08 u01 fitting,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6477406740188598,0.352259326,"Automation Mechanical, Tools, Gasses","0.6477, 0.7369, 0.7717",Automation Mechanical,0.352918124,Automation Mechanical,0.0892,0.0187
03959568,PF2W704-N03-67 DIGITAL FLOW SWITCH FOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pf2w704 n03 67 digital flow switch for,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6276453018188477,0.372354698,"Automation Mechanical, Tools, Gasses","0.6276, 0.7161, 0.7518",Automation Mechanical,0.378250372,Automation Mechanical,0.0885,0.0348
